‡T,‡U,‡V,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
12,91,79,-51,-33,85,-182,-311,-202,17,151,168,
0,49,49,-24,-24,49,-178,-301,-214,-36,77,110,
-14,9,23,3,-18,16,-167,-282,-221,-89,5,53,
-26,-18,8,22,-17,-5,-150,-258,-222,-127,-46,9,
-32,-35,-3,34,-14,-19,-131,-232,-212,-141,-71,-15,
-30,-44,-14,37,-8,-29,-110,-201,-193,-136,-79,-28,
-27,-46,-19,37,-4,-32,-85,-165,-168,-121,-75,-32,
-24,-45,-21,35,-1,-33,-59,-127,-140,-103,-68,-32,
-23,-42,-19,33,-2,-30,-36,-93,-110,-87,-60,-29,
-23,-40,-17,32,-3,-28,-17,-63,-81,-71,-51,-26,
-23,-36,-13,30,-5,-24,-5,-42,-55,-59,-43,-22,
-21,-33,-12,27,-4,-22,-1,-32,-37,-49,-37,-20,
-19,-30,-11,25,-4,-20,-1,-28,-23,-41,-33,-19,
-18,-30,-12,24,-3,-21,-1,-26,-16,-34,-32,-20,
-16,-30,-14,23,-1,-22,2,-24,-12,-27,-31,-21,
-16,-29,-13,23,-1,-21,7,-22,-11,-23,-31,-21,
-16,-29,-13,23,-1,-21,13,-18,-11,-21,-31,-21,
-18,-28,-10,23,-4,-19,18,-12,-11,-19,-30,-20,
-18,-27,-9,23,-4,-18,22,-6,-7,-19,-28,-20,
-18,-27,-9,23,-4,-18,24,0,-2,-18,-28,-19,
-17,-25,-8,21,-4,-16,24,3,1,-18,-27,-19,
-17,-25,-8,21,-4,-16,22,4,4,-18,-27,-19,
-17,-25,-8,21,-4,-16,21,1,5,-18,-26,-19,
-16,-26,-10,21,-3,-18,21,0,5,-17,-26,-19,
-16,-26,-10,21,-3,-18,21,-2,4,-17,-26,-20,
-17,-25,-8,21,-4,-16,22,-1,4,-17,-26,-20,
-16,-26,-10,21,-3,-18,23,0,5,-16,-27,-19,
-16,-25,-9,21,-3,-17,24,2,6,-15,-27,-18,
-16,-25,-9,21,-3,-17,25,3,6,-14,-27,-18,
-17,-25,-8,21,-4,-16,25,4,7,-14,-26,-19,
-16,-25,-9,21,-3,-17,25,5,8,-14,-27,-19,
-16,-25,-9,21,-3,-17,24,6,9,-13,-27,-19,
-16,-25,-9,21,-3,-17,24,6,9,-13,-27,-19,
-16,-25,-9,21,-3,-17,24,7,10,-12,-27,-19,
-15,-25,-10,20,-2,-17,25,7,10,-12,-27,-19,
-15,-25,-10,20,-2,-17,24,8,10,-12,-27,-19,
-15,-24,-9,20,-3,-16,24,9,11,-12,-27,-20,
-15,-24,-9,20,-3,-16,24,9,11,-11,-27,-19,
-14,-24,-10,19,-2,-17,24,10,12,-10,-26,-19,
-14,-24,-10,19,-2,-17,25,11,12,-9,-26,-20,
-14,-24,-10,19,-2,-17,25,12,13,-9,-26,-20,
-13,-24,-11,19,-1,-17,25,13,14,-10,-26,-21,
-13,-24,-11,19,-1,-17,25,14,15,-10,-26,-22,
-13,-24,-11,19,-1,-17,25,14,15,-9,-26,-21,
-13,-24,-11,19,-1,-17,25,14,16,-9,-25,-21,
-13,-23,-10,18,-1,-16,26,14,16,-7,-25,-21,
-13,-23,-10,18,-1,-16,26,15,17,-7,-24,-23,
-13,-22,-9,18,-2,-15,26,15,16,-6,-24,-22,
-13,-22,-9,18,-2,-15,25,16,16,-6,-24,-22,
-13,-21,-8,17,-2,-14,25,16,17,-5,-24,-23,
-13,-21,-8,17,-2,-14,25,16,18,-5,-23,-22,
-13,-23,-10,18,-1,-16,25,16,19,-4,-23,-22,
-11,-22,-11,17,0,-16,26,16,20,-4,-23,-22,
-11,-22,-11,17,0,-16,26,17,20,-3,-22,-21,
-11,-22,-11,17,0,-16,25,17,21,-2,-22,-21,
-11,-22,-11,17,0,-16,25,17,22,-1,-22,-22,
-10,-20,-10,15,0,-15,25,18,23,-1,-21,-22,
-10,-20,-10,15,0,-15,26,18,24,0,-21,-22,
-10,-20,-10,15,0,-15,26,19,25,0,-21,-21,
-9,-19,-10,14,1,-14,26,20,27,0,-20,-21,
-9,-19,-10,14,1,-14,26,22,29,1,-19,-20,
-8,-18,-10,13,1,-14,26,23,29,2,-19,-19,
-7,-18,-11,13,2,-14,26,23,29,3,-18,-18,
-7,-17,-10,12,2,-13,25,25,31,4,-17,-16,
-7,-17,-10,12,2,-13,24,25,31,5,-17,-16,
-7,-17,-10,12,2,-13,24,26,32,6,-17,-15,
-7,-17,-10,12,2,-13,24,26,34,7,-16,-15,
-7,-16,-9,12,1,-12,24,27,36,9,-15,-14,
-6,-16,-10,11,2,-13,24,27,37,9,-15,-13,
-5,-16,-11,11,3,-13,24,28,38,10,-14,-12,
-4,-15,-11,10,4,-13,24,30,40,12,-13,-10,
-3,-15,-12,9,5,-13,24,31,42,13,-12,-9,
-2,-15,-13,9,6,-14,24,32,44,15,-12,-8,
-1,-16,-15,9,7,-15,23,33,45,16,-12,-7,
-1,-16,-15,9,7,-15,24,34,47,18,-9,-6,
1,-16,-17,8,9,-16,24,36,49,19,-8,-4,
2,-15,-17,7,10,-16,24,37,50,21,-7,-3,
3,-14,-17,6,10,-15,24,38,52,22,-5,-2,
4,-12,-16,4,10,-14,24,40,54,23,-4,-1,
6,-12,-18,3,12,-15,24,43,56,25,-3,0,
6,-11,-17,3,12,-14,25,45,59,28,0,3,
6,-10,-16,2,11,-13,25,47,61,31,2,4,
7,-10,-17,2,12,-13,25,48,63,33,3,6,
8,-9,-17,1,13,-13,25,49,65,35,5,7,
10,-8,-18,-1,14,-13,25,52,67,37,7,8,
10,-8,-18,-1,14,-13,25,53,69,40,9,9,
12,-8,-20,-2,16,-14,26,53,72,43,12,11,
12,-8,-20,-2,16,-14,26,54,75,46,14,14,
14,-6,-20,-4,17,-13,26,56,77,49,16,15,
15,-5,-20,-5,18,-12,26,58,81,52,18,18,
17,-3,-20,-7,19,-11,26,60,84,55,21,20,
19,-2,-21,-8,20,-11,26,61,87,57,23,21,
21,-1,-22,-10,22,-11,25,62,89,59,25,23,
22,0,-22,-11,22,-11,25,64,91,61,26,25,
23,1,-22,-12,23,-10,25,64,92,63,28,27,
24,1,-23,-12,24,-11,25,64,94,64,29,27,
24,2,-22,-13,23,-10,25,65,94,67,31,28,
25,3,-22,-14,24,-9,24,66,97,68,33,30,
26,4,-22,-15,24,-9,24,65,97,68,34,31,
27,5,-22,-16,25,-8,24,65,98,69,36,32,
27,6,-21,-16,24,-7,24,66,99,70,37,35,
28,8,-20,-18,24,-6,24,65,100,71,39,36,
28,8,-20,-18,24,-6,23,65,100,72,40,36,
29,8,-21,-18,25,-6,23,65,100,73,40,37,
29,8,-21,-18,25,-6,22,64,100,74,41,37,
29,8,-21,-18,25,-6,21,64,100,73,41,38,
29,8,-21,-18,25,-6,21,64,99,72,42,38,
28,8,-20,-18,24,-6,21,63,98,71,42,38,
27,9,-18,-18,23,-4,21,61,97,71,41,38,
28,10,-18,-19,23,-4,20,60,95,71,41,38,
28,10,-18,-19,23,-4,20,58,92,69,41,38,
28,11,-17,-19,23,-3,20,56,90,67,40,38,
26,12,-14,-19,20,-1,20,54,89,65,39,37,
26,12,-14,-19,20,-1,19,53,87,63,37,36,
25,12,-13,-18,19,0,19,51,84,62,36,35,
23,12,-11,-17,17,1,19,49,80,59,35,34,
23,12,-11,-17,17,1,19,46,75,57,33,33,
21,11,-10,-16,16,1,19,43,72,55,31,31,
20,11,-9,-15,15,1,18,41,68,53,29,31,
18,10,-8,-14,13,1,18,38,64,50,28,29,
17,10,-7,-13,12,2,19,37,61,47,27,29,
16,10,-6,-13,11,2,18,34,57,45,24,27,
15,9,-6,-12,11,2,18,31,53,42,21,24,
13,9,-4,-11,9,3,18,28,50,38,19,23,
12,7,-5,-9,9,1,18,25,46,35,17,21,
10,7,-3,-8,7,2,16,22,41,31,15,19,
8,7,-1,-7,5,3,16,19,37,28,14,18,
7,6,-1,-6,4,3,16,18,34,25,12,15,
5,5,0,-5,3,3,16,17,32,23,10,14,
3,4,1,-3,1,3,16,15,29,21,7,13,
1,2,1,-1,0,2,16,12,27,19,4,10,
1,1,0,-1,1,1,16,9,24,17,1,8,
-1,0,1,1,-1,1,16,7,21,15,0,5,
-1,0,1,1,-1,1,15,6,19,12,-1,4,
-2,-1,1,2,-1,0,15,5,16,9,-3,3,
-2,-2,0,2,-1,-1,15,4,13,7,-4,1,
-3,-4,-1,4,-1,-2,15,2,12,6,-6,0,
-4,-4,0,4,-2,-2,16,0,10,4,-7,-1,
-4,-4,0,4,-2,-2,16,0,8,3,-9,-2,
-6,-4,2,5,-4,-1,16,-1,6,0,-11,-3,
-6,-4,2,5,-4,-1,15,-1,6,0,-13,-4,
-7,-5,2,6,-4,-1,15,-3,5,-2,-14,-5,
-7,-5,2,6,-4,-1,15,-3,5,-1,-14,-5,
-8,-6,2,7,-5,-2,15,-3,4,-2,-13,-4,
-8,-6,2,7,-5,-2,14,-3,3,-3,-14,-5,
-9,-8,1,9,-5,-3,14,-4,2,-3,-14,-5,
-9,-9,0,9,-4,-4,15,-4,1,-4,-15,-5,
-9,-9,0,9,-4,-4,15,-5,1,-4,-15,-6,
-8,-9,-1,9,-3,-5,15,-5,2,-4,-16,-5,
-8,-10,-2,9,-3,-6,14,-6,1,-5,-17,-5,
-8,-10,-2,9,-3,-6,14,-7,1,-5,-17,-6,
-9,-10,-1,10,-4,-5,14,-7,0,-6,-18,-7,
-9,-10,-1,10,-4,-5,13,-8,-1,-6,-18,-6,
-9,-10,-1,10,-4,-5,13,-8,-2,-7,-18,-6,
-9,-10,-1,10,-4,-5,12,-9,-2,-7,-18,-6,
-9,-11,-2,10,-3,-6,12,-10,-3,-9,-19,-7,
-9,-11,-2,10,-3,-6,12,-10,-3,-10,-21,-8,
-8,-11,-3,10,-2,-7,12,-10,-3,-10,-20,-7,
-8,-11,-3,10,-2,-7,12,-9,-3,-11,-20,-6,
-8,-11,-3,10,-2,-7,12,-9,-3,-10,-20,-7,
-9,-12,-3,11,-3,-7,12,-10,-3,-10,-20,-6,
-8,-12,-4,10,-2,-8,12,-10,-3,-10,-20,-8,
-8,-12,-4,10,-2,-8,12,-10,-3,-9,-19,-7,
-8,-12,-4,10,-2,-8,11,-11,-3,-10,-20,-7,
-8,-13,-5,11,-1,-9,11,-11,-3,-11,-21,-9,
-7,-13,-6,10,0,-9,11,-11,-3,-10,-21,-10,
-7,-12,-5,10,-1,-8,11,-11,-3,-10,-21,-9,
-7,-12,-5,10,-1,-8,12,-10,-2,-10,-20,-9,
-7,-12,-5,10,-1,-8,12,-10,-2,-10,-20,-9,
-8,-12,-4,10,-2,-8,13,-10,-3,-10,-20,-9,
-9,-12,-3,11,-3,-7,13,-9,-2,-10,-20,-9,
-9,-12,-3,11,-3,-7,13,-9,-2,-9,-20,-8,
-9,-13,-4,11,-2,-8,12,-9,-2,-9,-19,-8,
-9,-13,-4,11,-2,-8,11,-9,-2,-9,-20,-8,
-9,-13,-4,11,-2,-8,11,-9,-3,-10,-21,-10,
-9,-13,-4,11,-2,-8,12,-9,-2,-9,-20,-8,
-9,-13,-4,11,-2,-8,12,-8,-1,-8,-20,-7,
-9,-13,-4,11,-2,-8,12,-8,-1,-8,-20,-7,
-9,-12,-3,11,-3,-7,12,-8,-1,-7,-20,-8,
-9,-12,-3,11,-3,-7,12,-8,0,-8,-20,-8,
-9,-12,-3,11,-3,-7,12,-8,0,-8,-19,-7,
-9,-12,-3,11,-3,-7,12,-8,0,-7,-19,-7,
-9,-12,-3,11,-3,-7,12,-8,0,-7,-20,-8,
-9,-12,-3,11,-3,-7,12,-8,1,-7,-19,-8,
-9,-12,-3,11,-3,-7,12,-8,1,-7,-19,-9,
-9,-12,-3,11,-3,-7,12,-8,0,-6,-19,-8,
-8,-12,-4,10,-2,-8,12,-8,0,-6,-19,-8,
-8,-12,-4,10,-2,-8,12,-8,0,-7,-19,-8,
-8,-12,-4,10,-2,-8,12,-7,1,-6,-18,-8,
-9,-12,-3,11,-3,-7,12,-7,1,-6,-18,-9,
-9,-12,-3,11,-3,-7,13,-6,2,-6,-18,-9,
-9,-12,-3,11,-3,-7,14,-6,3,-5,-18,-9,
-9,-12,-3,11,-3,-7,13,-6,3,-5,-18,-9,
-9,-13,-4,11,-2,-8,13,-5,3,-5,-18,-9,
-9,-13,-4,11,-2,-8,13,-5,3,-5,-17,-9,
-9,-12,-3,11,-3,-7,14,-5,2,-4,-17,-9,
-8,-12,-4,10,-2,-8,13,-5,2,-4,-18,-8,
-8,-12,-4,10,-2,-8,13,-6,3,-3,-18,-8,
-7,-12,-5,10,-1,-8,13,-6,3,-3,-17,-8,
-7,-11,-4,9,-1,-7,13,-6,4,-3,-17,-8,
-7,-11,-4,9,-1,-7,14,-5,4,-2,-16,-8,
-7,-10,-3,9,-2,-6,14,-5,5,-2,-16,-7,
-7,-10,-3,9,-2,-6,14,-5,5,-3,-16,-7,
-6,-9,-3,8,-1,-6,14,-6,4,-3,-17,-7,
-6,-9,-3,8,-1,-6,14,-6,4,-4,-17,-8,
-5,-8,-3,7,-1,-5,13,-6,4,-3,-17,-7,
-5,-8,-3,7,-1,-5,13,-6,4,-3,-16,-7,
-6,-8,-2,7,-2,-5,13,-6,5,-3,-16,-6,
-5,-8,-3,7,-1,-5,14,-6,5,-3,-16,-6,
-5,-8,-3,7,-1,-5,14,-5,5,-2,-17,-5,
-5,-8,-3,7,-1,-5,14,-5,5,-2,-16,-5,
-6,-9,-3,8,-1,-6,13,-5,5,-1,-15,-5,
-6,-9,-3,8,-1,-6,12,-6,4,-2,-15,-6,
-6,-9,-3,8,-1,-6,12,-5,4,-1,-14,-6,
-6,-9,-3,8,-1,-6,12,-6,3,0,-14,-6,
-6,-10,-4,8,-1,-7,13,-6,3,0,-14,-6,
-6,-10,-4,8,-1,-7,14,-6,4,0,-14,-7,
-6,-9,-3,8,-1,-6,14,-7,3,-1,-14,-7,
-7,-9,-2,8,-2,-5,14,-7,3,-1,-14,-6,
-6,-9,-3,8,-1,-6,14,-7,3,-2,-14,-6,
-6,-9,-3,8,-1,-6,14,-6,3,-3,-15,-5,
-6,-8,-2,7,-2,-5,14,-6,4,-3,-15,-5,
-5,-7,-2,6,-1,-4,13,-7,4,-3,-15,-6,
-4,-7,-3,6,0,-5,13,-7,3,-3,-14,-5,
-4,-8,-4,6,0,-6,14,-7,3,-2,-14,-6,
-6,-8,-2,7,-2,-5,14,-7,3,-2,-14,-6,
-6,-8,-2,7,-2,-5,13,-7,4,-2,-14,-5,
-7,-8,-1,8,-3,-4,13,-7,4,-3,-15,-5,
-6,-8,-2,7,-2,-5,13,-7,4,-3,-14,-5,
-6,-8,-2,7,-2,-5,14,-8,4,-2,-14,-5,
-6,-8,-2,7,-2,-5,14,-7,4,-3,-14,-4,
-6,-8,-2,7,-2,-5,13,-8,3,-3,-13,-4,
-6,-8,-2,7,-2,-5,13,-7,2,-4,-15,-5,
-7,-9,-2,8,-2,-5,13,-7,2,-4,-15,-5,
-7,-9,-2,8,-2,-5,14,-7,2,-4,-15,-4,
-7,-9,-2,8,-2,-5,14,-6,2,-3,-14,-4,
-8,-9,-1,9,-3,-5,14,-6,2,-5,-14,-4,
-8,-9,-1,9,-3,-5,14,-6,2,-4,-14,-4,
-8,-9,-1,9,-3,-5,14,-7,1,-5,-15,-5,
-8,-9,-1,9,-3,-5,14,-7,1,-6,-15,-6,
-8,-10,-2,9,-3,-6,13,-8,1,-6,-14,-6,
-10,-10,0,10,-5,-5,13,-8,1,-6,-14,-7,
-8,-11,-3,10,-2,-7,14,-7,0,-7,-14,-8,
-8,-11,-3,10,-2,-7,14,-7,0,-6,-14,-7,
-8,-11,-3,10,-2,-7,14,-7,0,-6,-15,-7,
-8,-11,-3,10,-2,-7,14,-7,0,-7,-16,-7,
-8,-11,-3,10,-2,-7,14,-8,1,-6,-16,-7,
-8,-11,-3,10,-2,-7,14,-8,1,-7,-16,-8,
-8,-10,-2,9,-3,-6,14,-8,1,-7,-16,-7,
-9,-10,-1,10,-4,-5,14,-8,0,-7,-18,-7,
-8,-9,-1,9,-3,-5,13,-9,0,-8,-19,-7,
-8,-9,-1,9,-3,-5,13,-9,0,-7,-18,-7,
-8,-8,0,8,-4,-4,13,-9,0,-7,-17,-7,
-7,-8,-1,8,-3,-4,14,-8,0,-6,-17,-7,
-7,-7,0,7,-3,-3,14,-8,1,-5,-16,-6,
-7,-5,2,6,-4,-1,15,-6,2,-4,-15,-6,
-7,-3,4,5,-5,1,16,-5,2,-3,-13,-5,
-6,-1,5,4,-5,2,17,-4,3,-2,-12,-5,
-5,-1,4,3,-4,2,18,-3,4,-2,-11,-4,
-5,0,5,3,-5,3,18,-2,5,-1,-11,-4,
-5,3,8,1,-6,6,19,-2,6,0,-10,-4,
-4,5,9,0,-6,7,19,-1,6,2,-10,-3,
-4,6,10,-1,-7,8,19,-1,7,3,-10,-2,
-5,6,11,0,-8,9,19,0,7,4,-9,-2,
-3,6,9,-1,-6,8,20,1,8,5,-9,-2,
-4,7,11,-1,-7,9,20,1,9,5,-8,-2,
-3,9,12,-3,-7,11,20,2,9,6,-7,-2,
-3,11,14,-4,-8,13,20,2,11,7,-7,-2,
-2,13,15,-5,-8,14,20,2,11,7,-5,-1,
-2,17,19,-7,-10,18,19,1,12,7,-3,0,
-2,20,22,-9,-12,21,18,0,13,9,-2,2,
-3,23,26,-10,-14,25,16,-2,13,9,-1,3,
-3,24,27,-10,-15,26,14,-4,13,9,0,4,
-2,26,28,-12,-15,27,12,-5,12,10,0,5,
-1,27,28,-13,-14,28,10,-5,12,10,1,5,
0,29,29,-14,-14,29,9,-6,12,12,3,7,
1,30,29,-15,-14,30,8,-8,12,12,4,8,
1,31,30,-16,-14,31,6,-9,11,12,4,8,
2,30,28,-16,-13,29,5,-10,11,12,4,10,
3,30,27,-16,-12,29,4,-9,12,13,5,11,
4,31,27,-17,-11,29,4,-8,14,14,5,11,
3,31,28,-17,-12,30,5,-8,14,15,6,11,
3,29,26,-16,-11,28,4,-8,13,15,5,10,
3,27,24,-15,-10,26,3,-9,12,13,5,10,
3,27,24,-15,-10,26,3,-9,12,13,3,9,
2,26,24,-14,-11,25,3,-10,11,12,3,9,
1,24,23,-12,-11,24,2,-11,9,10,2,9,
1,23,22,-12,-10,23,2,-11,8,10,2,9,
0,21,21,-10,-10,21,1,-12,7,9,1,9,
0,19,19,-9,-9,19,0,-13,5,7,0,6,
0,16,16,-8,-8,16,-1,-15,3,4,-2,4,
-1,13,14,-6,-7,14,-1,-15,1,2,-3,2,
-2,8,10,-3,-6,9,0,-16,0,1,-5,0,
-4,3,7,1,-5,5,0,-16,0,0,-6,0,
-5,0,5,3,-5,3,2,-15,0,0,-7,-1,
-6,-2,4,4,-5,1,3,-15,1,-2,-8,-2,
-7,-5,2,6,-4,-1,4,-14,0,-3,-11,-4,
-10,-7,3,9,-6,-2,5,-14,-1,-4,-13,-6,
-11,-7,4,9,-7,-1,6,-14,-1,-5,-13,-7,
-11,-7,4,9,-7,-1,7,-14,-1,-5,-13,-8,
-10,-10,0,10,-5,-5,7,-14,-2,-6,-13,-9,
-10,-10,0,10,-5,-5,7,-14,-3,-7,-15,-9,
-11,-13,-2,12,-4,-7,7,-14,-4,-8,-16,-10,
-13,-15,-2,14,-5,-8,7,-15,-4,-9,-18,-11,
-13,-15,-2,14,-5,-8,7,-15,-5,-9,-18,-12,
-12,-17,-5,15,-3,-11,7,-14,-6,-10,-19,-13,
-12,-18,-6,15,-3,-12,7,-14,-7,-12,-20,-13,
-13,-19,-6,16,-3,-12,7,-14,-7,-12,-21,-13,
-13,-19,-6,16,-3,-12,8,-14,-6,-12,-21,-13,
-13,-19,-6,16,-3,-12,8,-14,-6,-12,-21,-13,
-13,-20,-7,17,-3,-13,8,-15,-7,-12,-21,-14,
-14,-20,-6,17,-4,-13,9,-15,-7,-12,-21,-14,
-14,-22,-8,18,-3,-15,9,-15,-7,-12,-21,-15,
-14,-22,-8,18,-3,-15,9,-15,-8,-13,-22,-16,
-14,-23,-9,19,-2,-16,8,-16,-8,-15,-24,-16,
-14,-24,-10,19,-2,-17,8,-15,-8,-16,-24,-17,
-13,-24,-11,19,-1,-17,8,-15,-8,-15,-23,-16,
-13,-24,-11,19,-1,-17,9,-15,-8,-16,-23,-15,
-14,-23,-9,19,-2,-16,9,-15,-8,-16,-23,-14,
-15,-24,-9,20,-3,-16,9,-15,-8,-17,-24,-15,
-16,-25,-9,21,-3,-17,8,-14,-9,-17,-24,-15,
-16,-25,-9,21,-3,-17,8,-15,-8,-16,-24,-14,
-16,-25,-9,21,-3,-17,8,-15,-8,-16,-23,-15,
-15,-25,-10,20,-2,-17,9,-15,-9,-17,-24,-16,
-15,-25,-10,20,-2,-17,8,-15,-9,-16,-24,-15,
-15,-26,-11,21,-2,-18,8,-16,-9,-17,-25,-16,
-15,-26,-11,21,-2,-18,8,-15,-9,-17,-25,-16,
-16,-26,-10,21,-3,-18,9,-15,-9,-16,-24,-16,
-16,-26,-10,21,-3,-18,9,-16,-8,-15,-24,-15,
-16,-26,-10,21,-3,-18,10,-15,-8,-15,-24,-14,
-16,-27,-11,22,-2,-19,10,-14,-7,-14,-24,-15,
-16,-29,-13,23,-1,-21,11,-14,-8,-15,-24,-15,
-15,-30,-15,23,0,-22,11,-12,-8,-17,-25,-17,
-14,-31,-17,23,2,-24,11,-10,-6,-16,-27,-19,
-13,-32,-19,23,3,-25,12,-7,-3,-15,-28,-21,
-13,-32,-19,23,3,-25,14,-1,1,-13,-28,-22,
-12,-32,-20,22,4,-26,16,3,8,-9,-28,-21,
-11,-29,-18,20,4,-23,19,11,21,0,-25,-19,
-7,-24,-17,16,5,-20,22,20,38,16,-17,-15,
-3,-16,-13,10,5,-14,23,26,54,33,-6,-7,
1,-6,-7,3,4,-6,22,27,66,51,8,4,
7,9,2,-8,3,6,19,20,68,69,31,21,
12,27,15,-19,-1,21,11,0,56,83,58,44,
21,52,31,-36,-5,42,-7,-33,38,99,96,75,
31,80,49,-55,-9,65,-27,-67,21,119,140,115,
37,108,71,-72,-17,90,-44,-97,8,138,184,154,
39,133,94,-86,-27,114,-61,-124,-5,154,222,189,
41,152,111,-96,-35,132,-83,-154,-23,166,255,219,
42,169,127,-105,-42,148,-109,-188,-46,175,282,245,
40,183,143,-111,-51,163,-136,-225,-75,178,306,267,
37,195,158,-116,-60,177,-160,-260,-107,175,324,283,
34,200,166,-117,-66,183,-178,-287,-137,165,329,291,
31,193,162,-112,-65,178,-186,-301,-165,144,320,287,
24,174,150,-99,-63,162,-188,-306,-191,106,287,265,
16,143,127,-79,-55,135,-187,-307,-214,57,235,229,
8,106,98,-57,-45,102,-186,-305,-230,3,168,182,
-2,63,65,-30,-33,64,-182,-296,-236,-51,89,122,
-16,20,36,-2,-26,28,-171,-278,-236,-102,10,61,
-25,-11,14,18,-19,2,-153,-254,-232,-138,-46,14,
-29,-32,-3,31,-13,-17,-132,-224,-220,-149,-73,-13,
-29,-43,-14,36,-7,-28,-110,-191,-200,-142,-82,-27,
-26,-47,-21,37,-2,-34,-86,-156,-172,-126,-79,-31,
-25,-46,-21,36,-2,-33,-60,-118,-141,-106,-72,-30,
-24,-43,-19,34,-2,-31,-36,-83,-109,-87,-63,-28,
-24,-39,-15,32,-4,-27,-18,-55,-77,-71,-54,-25,
-24,-34,-10,29,-7,-22,-4,-37,-51,-58,-45,-23,
-22,-31,-9,27,-6,-20,0,-29,-31,-46,-37,-20,
-20,-31,-11,26,-4,-21,2,-26,-19,-37,-32,-19,
-18,-31,-13,25,-2,-22,3,-25,-11,-29,-29,-19,
-16,-33,-17,25,1,-25,6,-23,-8,-22,-28,-19,
-16,-33,-17,25,1,-25,10,-18,-8,-18,-29,-19,
-17,-33,-16,25,0,-24,16,-11,-9,-15,-30,-19,
-17,-31,-14,24,-1,-22,22,-5,-8,-15,-29,-19,
-18,-30,-12,24,-3,-21,25,0,-4,-15,-28,-19,
-18,-29,-11,24,-3,-20,27,5,1,-15,-27,-18,
-18,-29,-11,24,-3,-20,26,6,5,-16,-27,-18,
-19,-28,-9,24,-5,-18,24,5,8,-15,-26,-19,
-19,-29,-10,24,-4,-19,22,2,10,-14,-28,-19,
-20,-29,-9,25,-5,-19,21,0,10,-14,-28,-20,
-20,-30,-10,25,-5,-20,21,-1,9,-14,-29,-20,
-21,-31,-10,26,-5,-20,22,0,8,-14,-30,-20,
-20,-31,-11,26,-4,-21,24,2,8,-13,-29,-19,
-20,-30,-10,25,-5,-20,25,4,9,-12,-29,-19,
-20,-29,-9,25,-5,-19,25,5,9,-11,-29,-21,
-20,-29,-9,25,-5,-19,26,5,10,-10,-28,-21,
-19,-29,-10,24,-4,-19,27,6,12,-10,-27,-21,
-19,-29,-10,24,-4,-19,26,7,13,-9,-27,-20,
-19,-29,-10,24,-4,-19,26,7,14,-9,-27,-21,
-19,-28,-9,24,-5,-18,26,7,14,-8,-27,-21,
-19,-28,-9,24,-5,-18,27,8,13,-8,-27,-21,
-19,-28,-9,24,-5,-18,27,8,14,-8,-26,-21,
-19,-28,-9,24,-5,-18,26,8,13,-7,-26,-22,
-19,-28,-9,24,-5,-18,26,8,13,-7,-26,-23,
-18,-27,-9,23,-4,-18,26,10,13,-6,-26,-23,
-18,-27,-9,23,-4,-18,25,10,13,-5,-25,-23,
-19,-27,-8,23,-5,-17,26,10,14,-5,-24,-23,
-19,-27,-8,23,-5,-17,26,10,15,-5,-23,-24,
-19,-28,-9,24,-5,-18,26,11,16,-5,-23,-24,
-19,-27,-8,23,-5,-17,26,12,16,-5,-23,-24,
-19,-27,-8,23,-5,-17,26,13,17,-4,-23,-24,
-20,-27,-7,24,-6,-17,26,14,18,-3,-23,-23,
-20,-27,-7,24,-6,-17,26,14,19,-3,-23,-23,
-21,-26,-5,24,-8,-15,25,14,20,-1,-22,-23,
-21,-26,-5,24,-8,-15,25,15,21,-1,-21,-23,
-20,-25,-5,23,-7,-15,25,16,22,0,-21,-23,
-20,-25,-5,23,-7,-15,25,16,23,1,-22,-24,
-20,-25,-5,23,-7,-15,25,17,23,1,-21,-23,
-20,-25,-5,23,-7,-15,25,17,23,1,-21,-23,
-19,-24,-5,22,-7,-14,26,17,24,2,-20,-23,
-19,-23,-4,21,-7,-13,26,17,25,2,-21,-23,
-17,-21,-4,19,-6,-12,26,18,27,4,-20,-22,
-17,-21,-4,19,-6,-12,26,19,29,5,-19,-22,
-17,-21,-4,19,-6,-12,26,20,30,6,-18,-22,
-16,-20,-4,18,-6,-12,26,21,29,6,-18,-21,
-16,-20,-4,18,-6,-12,26,22,31,8,-18,-21,
-15,-20,-5,18,-5,-12,26,22,32,8,-18,-20,
-15,-20,-5,18,-5,-12,26,23,33,9,-17,-19,
-15,-20,-5,18,-5,-12,26,23,34,10,-17,-18,
-15,-20,-5,18,-5,-12,25,23,35,11,-18,-17,
-15,-18,-3,17,-6,-10,25,24,35,12,-17,-17,
-15,-17,-2,16,-6,-9,26,25,38,14,-15,-15,
-13,-17,-4,15,-4,-10,26,27,40,14,-14,-13,
-12,-17,-5,15,-3,-11,26,28,41,16,-13,-12,
-11,-17,-6,14,-2,-11,26,29,42,18,-11,-11,
-11,-18,-7,15,-2,-12,25,30,43,19,-10,-9,
-11,-18,-7,15,-2,-12,25,31,45,20,-9,-7,
-10,-18,-8,14,-1,-13,26,33,46,21,-8,-6,
-10,-18,-8,14,-1,-13,26,33,48,23,-7,-6,
-9,-18,-9,14,0,-13,26,34,50,24,-6,-6,
-9,-16,-7,13,-1,-11,26,36,53,26,-5,-5,
-8,-15,-7,12,0,-11,26,38,56,29,-3,-3,
-7,-14,-7,11,0,-10,26,38,58,31,-2,-2,
-6,-12,-6,9,0,-9,27,40,60,33,0,0,
