‡T,‡U,‡V,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-13,-18,-5,16,-4,-11,25,14,-2,-14,-15,-22,
-12,-18,-6,15,-3,-12,26,14,-2,-15,-15,-22,
-9,-14,-5,12,-2,-9,26,15,-3,-16,-17,-25,
-9,-12,-3,11,-3,-7,25,15,-2,-16,-19,-28,
-11,-14,-3,13,-4,-8,26,15,-2,-15,-16,-24,
-9,-14,-5,12,-2,-9,25,15,-2,-15,-17,-23,
-7,-15,-8,11,1,-11,25,16,-2,-14,-17,-24,
-6,-14,-8,10,1,-11,25,17,-2,-14,-16,-25,
-8,-11,-3,10,-2,-7,25,17,-2,-15,-17,-24,
-8,-10,-2,9,-3,-6,24,16,-2,-15,-17,-25,
-8,-11,-3,10,-2,-7,24,16,-3,-16,-18,-26,
-8,-13,-5,11,-1,-9,24,17,-1,-15,-18,-25,
-7,-16,-9,12,1,-12,25,19,0,-15,-18,-25,
0,-15,-15,8,8,-15,24,18,-1,-15,-19,-25,
2,-11,-13,5,8,-12,24,19,-1,-14,-18,-24,
-5,-11,-6,8,1,-8,27,23,4,-12,-15,-22,
-14,-13,1,14,-7,-6,29,26,6,-12,-14,-20,
-14,-15,-1,15,-6,-8,28,26,5,-12,-15,-21,
-7,-12,-5,10,-1,-8,28,26,6,-11,-15,-22,
-6,-12,-6,9,0,-9,28,27,4,-10,-15,-20,
-5,-13,-8,9,2,-10,29,27,4,-9,-15,-20,
-3,-14,-11,9,4,-12,29,27,4,-10,-16,-21,
-4,-14,-10,9,3,-12,30,27,4,-11,-16,-22,
-6,-16,-10,11,2,-13,31,28,5,-11,-16,-21,
-5,-16,-11,11,3,-13,30,28,7,-11,-15,-20,
-3,-17,-14,10,6,-15,30,29,7,-9,-15,-21,
-3,-18,-15,11,6,-16,32,30,9,-7,-14,-19,
-2,-16,-14,9,6,-15,33,32,10,-7,-14,-19,
0,-13,-13,7,7,-13,32,31,9,-9,-15,-22,
-2,-13,-11,8,5,-12,31,31,8,-10,-16,-24,
-5,-15,-10,10,3,-12,33,33,10,-9,-16,-24,
-9,-15,-6,12,-1,-10,35,36,11,-8,-15,-23,
-10,-12,-2,11,-4,-7,36,38,14,-6,-14,-21,
-5,-9,-4,7,0,-6,37,38,15,-6,-13,-21,
-2,-12,-10,7,4,-11,36,38,16,-5,-14,-22,
-2,-13,-11,8,5,-12,35,38,15,-6,-14,-22,
-2,-12,-10,7,4,-11,35,38,15,-5,-14,-21,
-3,-14,-11,9,4,-12,35,41,17,-5,-13,-21,
-4,-17,-13,11,5,-15,35,41,18,-5,-12,-21,
-3,-16,-13,10,5,-14,34,41,17,-6,-13,-21,
-4,-16,-12,10,4,-14,34,41,17,-6,-14,-23,
-10,-18,-8,14,-1,-13,35,43,18,-5,-14,-22,
-7,-15,-8,11,1,-11,36,45,21,-3,-13,-21,
-3,-10,-7,7,2,-8,38,48,22,-1,-12,-20,
-2,-8,-6,5,2,-7,39,49,24,-1,-12,-19,
-5,-8,-3,7,-1,-5,39,50,24,-1,-12,-20,
-2,-8,-6,5,2,-7,39,50,24,-1,-12,-20,
1,-9,-10,4,6,-9,39,51,25,0,-12,-20,
0,-10,-10,5,5,-10,41,55,28,1,-10,-18,
0,-5,-5,3,3,-5,43,59,31,2,-7,-15,
4,-5,-9,1,7,-7,43,62,33,3,-6,-15,
6,-5,-11,0,9,-8,43,63,34,3,-8,-16,
4,-6,-10,1,7,-8,43,63,34,4,-7,-16,
0,-8,-8,4,4,-8,44,65,36,6,-7,-16,
2,-9,-11,4,7,-10,45,66,37,7,-6,-16,
4,-7,-11,2,8,-9,45,69,40,9,-6,-15,
3,-5,-8,1,6,-6,48,72,43,12,-5,-15,
1,-5,-6,2,4,-5,49,75,46,13,-5,-17,
-1,-7,-6,4,3,-6,50,79,48,15,-3,-16,
-4,-8,-4,6,0,-6,50,81,50,16,-2,-14,
-2,-5,-3,4,1,-4,51,83,51,18,-1,-14,
0,-2,-2,1,1,-2,50,84,52,17,-1,-13,
-4,-4,0,4,-2,-2,50,85,55,18,-1,-12,
-6,-6,0,6,-3,-3,52,89,57,18,1,-11,
-4,-4,0,4,-2,-2,51,90,59,19,2,-11,
-2,0,2,1,-2,1,51,91,60,19,1,-11,
-2,1,3,1,-2,2,52,93,63,21,1,-11,
0,2,2,-1,-1,2,53,96,65,23,2,-9,
1,5,4,-3,-1,5,54,98,68,25,3,-7,
3,5,2,-4,1,4,53,99,69,26,3,-6,
4,5,1,-4,2,3,52,101,71,28,4,-5,
6,8,2,-7,2,5,52,101,72,27,4,-5,
7,11,4,-9,2,8,52,104,74,27,4,-5,
7,13,6,-10,1,10,52,106,77,30,4,-6,
6,12,6,-9,0,9,53,107,81,34,7,-5,
5,10,5,-7,0,8,53,109,85,37,10,-4,
4,10,6,-7,-1,8,53,110,87,39,11,-3,
4,10,6,-7,-1,8,53,110,88,40,11,-5,
5,10,5,-7,0,8,51,110,88,39,9,-5,
5,8,3,-6,1,6,49,110,88,39,9,-5,
6,10,4,-8,1,7,49,110,89,41,9,-4,
8,14,6,-11,1,10,49,111,91,44,11,-2,
10,16,6,-13,2,11,49,112,93,47,12,-1,
13,16,3,-14,5,10,47,111,93,48,13,-1,
13,17,4,-15,5,11,45,109,93,48,13,-1,
15,18,3,-16,6,11,45,108,93,49,15,0,
17,20,3,-18,7,12,44,108,95,50,18,1,
17,22,5,-19,6,14,44,108,97,52,21,3,
17,25,8,-21,5,17,44,107,98,53,23,5,
19,23,4,-21,8,14,42,105,98,52,22,3,
16,21,5,-18,6,13,41,103,97,51,21,3,
12,18,6,-15,3,12,40,103,97,52,22,3,
12,16,4,-14,4,10,40,103,98,54,22,5,
14,19,5,-16,5,12,39,100,98,55,23,6,
16,20,4,-18,6,12,38,98,97,55,24,7,
14,19,5,-16,5,12,36,96,95,53,23,7,
12,20,8,-16,2,14,33,90,91,51,21,5,
14,21,7,-17,4,14,31,85,87,49,19,5,
15,20,5,-17,5,13,29,81,84,47,19,3,
16,22,6,-19,5,14,28,77,80,47,19,3,
13,23,10,-18,2,17,30,76,80,48,23,6,
11,23,12,-17,0,18,29,72,76,46,23,10,
11,24,13,-17,-1,19,27,65,70,42,21,7,
15,24,9,-19,3,17,27,59,66,42,20,6,
14,23,9,-18,3,16,27,56,61,40,18,5,
10,22,12,-16,-1,17,25,51,57,38,16,4,
8,20,12,-14,-2,16,23,48,54,36,15,2,
6,18,12,-12,-3,15,22,45,50,34,13,0,
5,18,13,-11,-4,16,22,41,47,31,12,-2,
5,18,13,-11,-4,16,20,36,42,28,11,-2,
5,16,11,-10,-3,14,19,30,37,24,10,-1,
5,15,10,-10,-2,13,17,25,34,21,8,-3,
2,15,13,-8,-5,14,17,22,31,20,8,-3,
1,16,15,-8,-7,16,17,21,29,19,7,-2,
3,19,16,-11,-6,18,15,19,27,17,4,-2,
5,18,13,-11,-4,16,14,15,23,13,2,-4,
3,14,11,-8,-4,13,13,13,21,11,0,-5,
2,12,10,-7,-4,11,13,11,20,11,1,-5,
2,12,10,-7,-4,11,13,11,19,10,0,-5,
-1,13,14,-6,-7,14,14,8,17,9,0,-6,
-1,16,17,-7,-9,17,13,6,15,8,0,-6,
3,15,12,-9,-4,14,11,2,10,6,-4,-9,
3,12,9,-7,-3,11,9,0,6,2,-7,-12,
0,12,12,-6,-6,12,9,-1,6,2,-6,-12,
-3,13,16,-5,-9,15,11,-1,6,2,-5,-11,
-2,12,14,-5,-8,13,11,-2,5,0,-5,-11,
-3,9,12,-3,-7,11,10,-3,4,-1,-7,-12,
-4,8,12,-2,-8,10,10,-3,3,-1,-7,-12,
-1,9,10,-4,-5,10,8,-5,1,-3,-8,-12,
1,9,8,-5,-3,9,7,-6,-1,-5,-9,-14,
1,9,8,-5,-3,9,7,-8,-2,-6,-9,-12,
0,7,7,-3,-3,7,8,-8,-2,-6,-10,-10,
-4,6,10,-1,-7,8,8,-8,-2,-6,-10,-10,
0,9,9,-4,-4,9,6,-11,-4,-8,-12,-13,
2,8,6,-5,-2,7,5,-13,-5,-8,-12,-13,
0,6,6,-3,-3,6,7,-12,-4,-5,-10,-11,
-1,4,5,-1,-3,5,7,-11,-4,-5,-9,-10,
-3,4,7,0,-5,6,7,-11,-5,-6,-10,-11,
-4,5,9,0,-6,7,7,-12,-6,-7,-11,-13,
-3,5,8,-1,-5,7,7,-11,-7,-8,-10,-13,
0,8,8,-4,-4,8,7,-11,-7,-7,-10,-14,
-1,6,7,-2,-4,7,7,-12,-8,-7,-12,-15,
-4,4,8,0,-6,6,7,-12,-8,-7,-13,-16,
-5,4,9,1,-7,7,6,-12,-7,-8,-12,-15,
-1,7,8,-3,-4,8,6,-12,-7,-9,-14,-15,
-2,7,9,-2,-5,8,6,-13,-7,-8,-16,-16,
-3,7,10,-2,-6,9,7,-11,-6,-7,-16,-16,
-2,8,10,-3,-6,9,7,-11,-6,-7,-16,-15,
-1,10,11,-4,-6,11,6,-12,-6,-8,-18,-17,
0,10,10,-5,-5,10,6,-13,-6,-8,-17,-18,
1,10,9,-5,-4,10,7,-10,-3,-7,-14,-15,
1,11,10,-6,-4,11,8,-9,-3,-7,-13,-15,
-1,7,8,-3,-4,8,8,-9,-3,-8,-13,-15,
-6,4,10,1,-8,7,9,-11,-4,-9,-14,-17,
-9,4,13,3,-11,9,9,-9,-3,-7,-12,-16,
-8,6,14,1,-11,10,9,-9,-2,-6,-10,-15,
-6,5,11,1,-8,8,10,-9,-3,-6,-10,-14,
-4,5,9,0,-6,7,9,-11,-4,-7,-11,-16,
-7,5,12,1,-9,9,8,-11,-4,-7,-11,-16,
-7,4,11,2,-9,8,7,-10,-6,-7,-12,-17,
-9,4,13,3,-11,9,7,-9,-5,-7,-11,-14,
-10,4,14,3,-12,9,7,-9,-5,-7,-10,-14,
-8,4,12,2,-10,8,8,-10,-4,-8,-12,-15,
-4,6,10,-1,-7,8,7,-11,-5,-9,-13,-17,
-1,7,8,-3,-4,8,7,-11,-4,-8,-14,-17,
-1,7,8,-3,-4,8,7,-10,-3,-8,-14,-18,
-1,8,9,-3,-5,9,8,-10,-2,-7,-14,-17,
-1,7,8,-3,-4,8,8,-10,-2,-7,-14,-17,
-2,6,8,-2,-5,7,9,-9,-2,-8,-15,-16,
-3,7,10,-2,-6,9,8,-8,-3,-8,-14,-16,
-4,10,14,-3,-9,12,9,-8,-3,-7,-14,-14,
-2,10,12,-4,-7,11,10,-8,-1,-7,-14,-13,
-4,7,11,-1,-7,9,11,-8,-1,-7,-14,-12,
-2,5,7,-1,-4,6,10,-9,-2,-8,-14,-13,
0,6,6,-3,-3,6,9,-9,-3,-9,-15,-14,
-2,7,9,-2,-5,8,10,-8,-2,-8,-15,-14,
-3,7,10,-2,-6,9,10,-8,-2,-8,-15,-15,
0,5,5,-2,-2,5,10,-9,-3,-9,-16,-16,
-2,4,6,-1,-4,5,10,-8,-3,-8,-16,-16,
-3,5,8,-1,-5,7,11,-8,-3,-8,-17,-17,
-2,5,7,-1,-4,6,11,-7,-3,-8,-17,-16,
0,7,7,-3,-3,7,11,-7,-1,-7,-17,-16,
-1,6,7,-2,-4,7,12,-6,-1,-7,-16,-16,
-2,9,11,-3,-6,10,12,-7,-3,-7,-17,-15,
-5,9,14,-2,-9,12,11,-6,-2,-6,-16,-14,
-5,8,13,-1,-9,11,10,-6,-1,-6,-16,-14,
0,10,10,-5,-5,10,10,-5,0,-5,-16,-14,
1,10,9,-5,-4,10,12,-5,0,-4,-15,-13,
-1,8,9,-3,-5,9,11,-5,0,-6,-16,-15,
-4,10,14,-3,-9,12,11,-6,1,-7,-17,-17,
-4,8,12,-2,-8,10,11,-6,0,-7,-17,-19,
-9,7,16,1,-12,12,11,-6,0,-7,-17,-18,
-12,7,19,3,-15,13,13,-3,1,-6,-14,-14,
-8,7,15,1,-11,11,14,-3,1,-6,-14,-14,
-2,10,12,-4,-7,11,13,-4,0,-6,-14,-14,
1,12,11,-6,-5,12,13,-4,-1,-5,-13,-15,
0,10,10,-5,-5,10,13,-4,0,-3,-12,-14,
-4,9,13,-2,-8,11,14,-4,1,-2,-12,-14,
-8,8,16,0,-12,12,14,-3,1,-3,-13,-13,
-7,7,14,0,-10,11,13,-4,1,-5,-16,-16,
-6,9,15,-1,-10,12,14,-5,2,-6,-16,-17,
-6,9,15,-1,-10,12,14,-4,3,-5,-16,-16,
-4,8,12,-2,-8,10,15,-3,4,-4,-15,-16,
-3,9,12,-3,-7,11,13,-3,2,-4,-15,-17,
-2,10,12,-4,-7,11,13,-3,2,-2,-16,-17,
-7,9,16,-1,-11,13,13,-2,4,-2,-16,-17,
-12,9,21,2,-16,15,15,-1,5,-2,-15,-17,
-11,6,17,3,-14,12,13,-2,3,-3,-16,-18,
-4,4,8,0,-6,6,11,-3,1,-5,-17,-18,
-2,5,7,-1,-4,6,11,-3,1,-5,-15,-17,
-6,5,11,1,-8,8,14,-1,3,-3,-13,-14,
-5,7,12,-1,-8,10,13,-2,2,-4,-15,-15,
-4,7,11,-1,-7,9,12,-5,2,-5,-15,-17,
-7,6,13,1,-10,10,12,-7,1,-5,-16,-16,
-10,3,13,4,-11,8,12,-6,1,-6,-15,-16,
-11,0,11,6,-11,6,13,-5,1,-6,-15,-17,
-7,1,8,3,-7,5,12,-5,0,-6,-16,-16,
-7,0,7,4,-7,4,12,-5,0,-7,-16,-18,
-7,0,7,4,-7,4,12,-5,0,-7,-15,-20,
-2,2,4,0,-3,3,10,-6,-1,-9,-16,-18,
1,0,-1,0,1,0,10,-7,0,-9,-16,-16,
-2,-1,1,2,-1,0,12,-6,1,-8,-15,-16,
-4,1,5,2,-4,3,11,-6,1,-8,-17,-17,
-2,3,5,0,-3,4,10,-7,0,-9,-18,-17,
-2,3,5,0,-3,4,8,-8,-1,-9,-18,-16,
-5,3,8,1,-6,6,9,-8,0,-8,-16,-13,
-8,1,9,4,-8,5,11,-8,0,-8,-17,-14,
-5,-1,4,3,-4,2,9,-9,-1,-9,-19,-16,
-2,1,3,1,-2,2,9,-10,0,-9,-19,-16,
-5,1,6,2,-5,4,9,-9,0,-8,-19,-16,
-6,1,7,3,-6,4,10,-9,-1,-7,-21,-20,
-5,0,5,3,-5,3,10,-9,-2,-8,-21,-21,
-8,-2,6,5,-7,2,10,-9,-2,-8,-21,-21,
-10,-3,7,7,-8,2,10,-9,-2,-7,-21,-19,
-10,-1,9,6,-9,4,9,-10,-3,-8,-21,-19,
-8,1,9,4,-8,5,9,-10,-3,-10,-22,-20,
-5,0,5,3,-5,3,8,-10,-2,-9,-22,-21,
-4,-1,3,3,-3,1,6,-12,-4,-10,-23,-22,
-6,-3,3,5,-4,0,6,-11,-4,-11,-21,-23,
-8,-2,6,5,-7,2,7,-11,-3,-10,-20,-22,
-11,-4,7,8,-9,2,5,-12,-4,-12,-22,-21,
-10,-7,3,9,-6,-2,5,-12,-4,-13,-22,-21,
-10,-9,1,10,-5,-4,5,-12,-3,-11,-21,-19,
-11,-6,5,9,-8,0,6,-14,-3,-11,-20,-20,
-11,-1,10,6,-10,5,6,-13,-2,-11,-20,-20,
-10,0,10,5,-10,5,6,-14,-3,-12,-19,-20,
-10,1,11,5,-10,6,5,-14,-4,-12,-19,-20,
-10,1,11,5,-10,6,5,-14,-5,-12,-19,-20,
-11,-1,10,6,-10,5,5,-14,-5,-12,-18,-20,
-8,-2,6,5,-7,2,5,-14,-5,-12,-19,-21,
-4,-1,3,3,-3,1,4,-15,-6,-13,-20,-22,
-3,0,3,2,-3,2,4,-15,-4,-11,-19,-20,
-3,0,3,2,-3,2,7,-13,-3,-8,-17,-18,
-2,1,3,1,-2,2,7,-13,-3,-9,-18,-19,
-3,-1,2,2,-2,1,6,-15,-4,-10,-20,-20,
-7,-2,5,5,-6,2,6,-15,-4,-11,-21,-21,
-8,-1,7,5,-7,3,7,-15,-4,-10,-20,-19,
-7,0,7,4,-7,4,6,-16,-5,-10,-20,-19,
-5,0,5,3,-5,3,5,-17,-6,-12,-22,-21,
-3,1,4,1,-3,3,5,-17,-7,-13,-24,-21,
-7,0,7,4,-7,4,5,-17,-7,-11,-23,-20,
-8,0,8,4,-8,4,5,-16,-6,-11,-23,-21,
-13,-3,10,8,-11,4,4,-17,-6,-11,-22,-20,
-15,-3,12,9,-13,5,4,-17,-6,-12,-23,-20,
-15,-3,12,9,-13,5,4,-17,-6,-12,-24,-22,
-13,-3,10,8,-11,4,4,-18,-4,-10,-24,-21,
-10,0,10,5,-10,5,5,-16,-3,-9,-21,-19,
-7,3,10,2,-8,7,4,-16,-4,-10,-22,-20,
-3,4,7,0,-5,6,4,-18,-4,-10,-23,-21,
-4,3,7,1,-5,5,5,-16,-4,-9,-22,-20,
-10,1,11,5,-10,6,8,-14,-2,-8,-21,-18,
-14,0,14,7,-14,7,8,-14,-1,-9,-22,-19,
-13,2,15,6,-14,9,8,-15,-2,-10,-22,-19,
-11,4,15,4,-13,10,6,-17,-4,-10,-24,-21,
-9,3,12,3,-10,8,5,-19,-6,-12,-25,-23,
-9,1,10,4,-9,6,5,-17,-6,-12,-24,-20,
-13,-1,12,7,-12,6,5,-15,-4,-12,-22,-17,
-14,-3,11,9,-12,4,4,-16,-4,-12,-23,-17,
-11,-2,9,7,-10,4,3,-17,-5,-14,-26,-20,
-10,-2,8,6,-9,3,1,-19,-6,-15,-29,-22,
-10,-7,3,9,-6,-2,1,-20,-8,-15,-30,-23,
-10,-7,3,9,-6,-2,1,-19,-7,-14,-28,-23,
-10,-5,5,8,-7,0,1,-19,-8,-14,-28,-22,
-9,-5,4,7,-6,0,0,-20,-10,-15,-29,-22,
-11,-6,5,9,-8,0,1,-20,-9,-16,-28,-22,
-10,-5,5,8,-7,0,1,-21,-9,-15,-27,-21,
-11,-1,10,6,-10,5,3,-18,-7,-13,-26,-20,
-12,0,12,6,-12,6,5,-17,-6,-13,-25,-19,
-9,1,10,4,-9,6,4,-18,-6,-14,-27,-21,
-10,0,10,5,-10,5,3,-18,-7,-14,-27,-20,
-9,-1,8,5,-8,4,4,-17,-5,-12,-26,-18,
-8,-2,6,5,-7,2,5,-17,-5,-11,-25,-17,
-8,-1,7,5,-7,3,5,-17,-5,-11,-24,-15,
-9,-1,8,5,-8,4,5,-17,-5,-11,-25,-16,
-12,0,12,6,-12,6,5,-17,-5,-11,-24,-16,
-15,-1,14,8,-14,7,5,-17,-4,-10,-23,-16,
-13,-4,9,9,-11,3,5,-17,-5,-11,-24,-18,
-13,-6,7,10,-10,1,5,-16,-5,-11,-23,-17,
-14,-7,7,11,-10,0,5,-16,-5,-10,-23,-17,
-17,-7,10,12,-13,2,5,-16,-6,-10,-24,-20,
-17,-7,10,12,-13,2,5,-17,-5,-10,-25,-21,
-14,-4,10,9,-12,3,5,-16,-4,-9,-24,-20,
-9,-2,7,6,-8,3,5,-16,-4,-9,-24,-20,
-6,0,6,3,-6,3,4,-17,-4,-10,-26,-21,
-8,-4,4,6,-6,0,3,-18,-5,-10,-27,-21,
-11,-6,5,9,-8,0,4,-18,-6,-9,-26,-21,
-11,-3,8,7,-9,3,5,-17,-5,-9,-26,-20,
-9,-4,5,7,-7,1,3,-18,-7,-11,-27,-21,
-6,-2,4,4,-5,1,3,-20,-7,-13,-27,-21,
-10,-2,8,6,-9,3,3,-18,-5,-12,-25,-21,
-20,-5,15,13,-17,5,4,-18,-4,-11,-24,-20,
-24,-6,18,15,-21,6,4,-18,-4,-10,-24,-20,
-22,-3,19,13,-20,8,3,-19,-5,-10,-24,-19,
-18,-5,13,12,-15,4,2,-19,-6,-10,-25,-20,
-16,-6,10,11,-13,2,2,-19,-6,-11,-26,-21,
-14,-4,10,9,-12,3,4,-16,-4,-9,-24,-18,
-12,-2,10,7,-11,4,4,-16,-4,-8,-23,-16,
-9,-1,8,5,-8,4,3,-16,-5,-9,-23,-16,
-9,-3,6,6,-7,2,2,-17,-5,-10,-24,-17,
-9,-3,6,6,-7,2,1,-19,-7,-11,-26,-19,
-9,-3,6,6,-7,2,2,-19,-6,-10,-25,-19,
-10,0,10,5,-10,5,2,-19,-7,-10,-26,-20,
-11,0,11,6,-11,6,2,-18,-6,-11,-26,-20,
-10,1,11,5,-10,6,3,-18,-6,-11,-25,-21,
-10,-2,8,6,-9,3,4,-17,-4,-11,-25,-20,
-11,-4,7,8,-9,2,4,-18,-4,-10,-26,-19,
-11,-5,6,8,-8,1,2,-19,-7,-11,-27,-19,
-11,-5,6,8,-8,1,2,-20,-8,-12,-27,-20,
-11,-3,8,7,-9,3,1,-19,-8,-11,-26,-21,
-8,-1,7,5,-7,3,1,-19,-8,-10,-24,-19,
-6,-1,5,4,-5,2,1,-18,-7,-10,-25,-16,
-7,-2,5,5,-6,2,1,-19,-7,-10,-26,-18,
-9,-2,7,6,-8,3,1,-19,-7,-11,-27,-18,
-9,0,9,5,-9,5,2,-19,-8,-13,-28,-20,
-7,3,10,2,-8,7,2,-18,-8,-12,-27,-21,
-7,4,11,2,-9,8,2,-17,-7,-12,-26,-21,
-9,0,9,5,-9,5,2,-17,-8,-13,-27,-21,
-11,0,11,6,-11,6,2,-18,-8,-12,-28,-23,
-13,-1,12,7,-12,6,2,-18,-7,-10,-28,-23,
-11,-2,9,7,-10,4,2,-18,-6,-10,-27,-22,
-11,-3,8,7,-9,3,2,-19,-6,-10,-27,-21,
-11,-3,8,7,-9,3,2,-18,-6,-10,-26,-20,
-11,-3,8,7,-9,3,4,-17,-6,-10,-25,-19,
-15,-6,9,11,-12,2,4,-17,-6,-10,-25,-19,
-17,-6,11,12,-14,3,3,-19,-8,-12,-25,-19,
-17,-1,16,9,-16,8,3,-19,-11,-12,-25,-19,
-12,3,15,5,-13,9,4,-19,-10,-11,-23,-18,
-11,1,12,5,-11,7,5,-18,-10,-11,-22,-17,
-12,-4,8,8,-10,2,5,-18,-11,-11,-23,-18,
-7,-2,5,5,-6,2,3,-19,-11,-11,-23,-18,
-6,-2,4,4,-5,1,3,-19,-12,-10,-24,-20,
-8,0,8,4,-8,4,3,-20,-12,-10,-23,-19,
-6,1,7,3,-6,4,2,-20,-13,-10,-23,-19,
-7,2,9,3,-8,6,3,-18,-10,-9,-22,-18,
-10,1,11,5,-10,6,4,-17,-10,-8,-21,-18,
-11,1,12,5,-11,7,4,-17,-12,-8,-21,-17,
-10,3,13,4,-11,8,4,-17,-12,-9,-23,-16,
-11,3,14,4,-12,9,6,-16,-14,-10,-24,-15,
-10,2,12,4,-11,7,6,-16,-14,-12,-24,-14,
-10,3,13,4,-11,8,6,-15,-15,-12,-25,-14,
-9,4,13,3,-11,9,6,-14,-13,-10,-22,-14,
-9,6,15,2,-12,11,9,-13,-11,-8,-20,-14,
-12,8,20,2,-16,14,9,-13,-11,-6,-19,-14,
-6,11,17,-2,-11,14,7,-14,-11,-6,-20,-15,
-1,14,15,-6,-8,15,7,-14,-11,-5,-20,-17,
0,14,14,-7,-7,14,8,-13,-10,-5,-20,-17,
0,14,14,-7,-7,14,9,-12,-9,-4,-19,-15,
0,14,14,-7,-7,14,9,-10,-8,-4,-17,-14,
0,12,12,-6,-6,12,10,-8,-7,-2,-17,-13,
1,10,9,-5,-4,10,10,-9,-8,-2,-18,-15,
-4,8,12,-2,-8,10,10,-9,-8,-3,-20,-16,
-9,7,16,1,-12,12,10,-9,-7,-3,-18,-15,
-7,7,14,0,-10,11,9,-9,-9,-4,-18,-16,
-3,7,10,-2,-6,9,8,-9,-8,-3,-18,-15,
-2,8,10,-3,-6,9,8,-9,-7,-3,-16,-12,
-5,9,14,-2,-9,12,8,-8,-6,-1,-15,-11,
-6,8,14,-1,-10,11,6,-8,-7,-2,-17,-12,
-4,8,12,-2,-8,10,4,-9,-7,-3,-16,-11,
-2,11,13,-4,-7,12,2,-12,-9,-3,-16,-11,
-1,16,17,-7,-9,17,-2,-15,-12,-4,-17,-13,
-1,19,20,-9,-10,20,-4,-17,-13,-3,-15,-12,
1,21,20,-11,-9,21,-3,-17,-11,-2,-13,-8,
1,20,19,-10,-9,20,-5,-19,-13,-5,-15,-9,
1,17,16,-9,-7,17,-7,-20,-15,-6,-16,-8,
2,17,15,-9,-6,16,-9,-20,-18,-8,-17,-7,
5,19,14,-12,-4,17,-11,-23,-20,-9,-17,-7,
7,18,11,-12,-2,15,-8,-21,-20,-8,-16,-9,
6,12,6,-9,0,9,-7,-21,-19,-8,-16,-11,
7,7,0,-7,4,4,-7,-21,-20,-8,-16,-11,
6,6,0,-6,3,3,-7,-20,-19,-7,-16,-10,
2,4,2,-3,0,3,-6,-19,-19,-6,-17,-10,
-2,4,6,-1,-4,5,-5,-16,-19,-6,-16,-10,
-3,5,8,-1,-5,7,-3,-14,-18,-6,-16,-9,
1,7,6,-4,-2,7,-2,-12,-18,-4,-15,-8,
5,10,5,-7,0,8,0,-10,-16,-2,-14,-7,
4,9,5,-6,0,7,0,-10,-15,-1,-13,-6,
0,6,6,-3,-3,6,0,-9,-15,-2,-15,-8,
-1,6,7,-2,-4,7,-1,-10,-15,-1,-15,-8,
0,7,7,-3,-3,7,-1,-10,-15,-1,-13,-8,
1,8,7,-4,-3,8,-2,-10,-15,-1,-13,-7,
-1,7,8,-3,-4,8,-2,-10,-15,-1,-13,-7,
-1,4,5,-1,-3,5,-1,-11,-16,-3,-14,-8,
1,5,4,-3,-1,5,-2,-14,-18,-6,-16,-10,
1,3,2,-2,0,3,-3,-16,-20,-9,-19,-12,
-3,0,3,2,-3,2,-4,-17,-20,-8,-19,-12,
-5,1,6,2,-5,4,-4,-17,-20,-8,-20,-13,
-7,-1,6,4,-6,3,-3,-17,-21,-8,-19,-12,
-10,-1,9,6,-9,4,-4,-17,-22,-9,-20,-13,
-7,2,9,3,-8,6,-5,-17,-23,-10,-20,-13,
-7,1,8,3,-7,5,-6,-19,-25,-11,-23,-16,
-10,-2,8,6,-9,3,-5,-18,-27,-12,-25,-17,
-12,-3,9,8,-10,3,-3,-17,-26,-12,-24,-17,
-11,-3,8,7,-9,3,-3,-17,-27,-14,-24,-16,
-6,-1,5,4,-5,2,-3,-17,-27,-15,-23,-16,
-4,0,4,2,-4,2,-1,-16,-25,-14,-23,-16,
-8,-2,6,5,-7,2,0,-16,-25,-15,-23,-16,
-13,-6,7,10,-10,1,-3,-18,-28,-16,-25,-18,
-13,-8,5,11,-9,-1,-3,-17,-28,-15,-24,-18,
-13,-8,5,11,-9,-1,-1,-15,-27,-14,-22,-15,
-12,-5,7,9,-9,1,-1,-16,-27,-14,-24,-14,
-9,-4,5,7,-7,1,-3,-18,-29,-16,-26,-16,
-9,-4,5,7,-7,1,-3,-17,-27,-15,-25,-17,
-12,-4,8,8,-10,2,-2,-15,-26,-14,-23,-17,
-12,-6,6,9,-9,0,-1,-15,-24,-13,-22,-18,
-8,-6,2,7,-5,-2,0,-13,-25,-13,-23,-20,
-8,-7,1,8,-4,-3,2,-8,-23,-12,-23,-21,
-9,-12,-3,11,-3,-7,5,-2,-20,-12,-25,-23,
-6,-15,-9,11,2,-12,11,9,-15,-12,-27,-25,
-7,-16,-9,12,1,-12,19,27,-6,-9,-26,-24,
-5,-14,-9,10,2,-11,29,46,6,-4,-24,-24,
0,-12,-12,6,6,-12,40,64,22,5,-19,-21,
4,-11,-15,4,10,-13,50,79,39,17,-13,-18,
8,-7,-15,0,12,-11,56,89,59,34,-3,-13,
14,1,-13,-7,14,-6,59,97,81,57,11,-5,
21,9,-12,-15,17,-1,59,104,105,83,28,6,
29,19,-10,-24,20,5,53,108,132,112,51,21,
41,34,-7,-37,24,14,37,104,155,139,75,38,
58,52,-6,-55,32,23,15,95,172,163,99,59,
76,72,-4,-74,40,34,-13,81,188,189,125,83,
95,95,0,-95,48,48,-48,59,205,220,155,110,
115,121,6,-118,55,64,-90,27,219,253,186,137,
